,Initial Stress,"""True"" Stress",Kruskal,MRRE False,MMRE Missing,Steadiness,Cohesiveness,KL Divergence,Shepard,Trustworthiness,Continuity,Neighborhood Hit,Pearson
spambase,0,10,10,0,0,0,0,10,10,0,0,0,10
