Run,mds_init,umap_init,tsne_init,random_init,mds_min,umap_min,tsne_min,random_min,mds_scalar,umap_scalar,tsne_scalar,random_scalar,mds_shepard,umap_shepard,tsne_shepard,random_shepard
1.0,0.24000102437425638,12.96856751100963,47.766411535165176,0.5530573443896118,0.24000102332997075,0.39165288946268056,0.3876323130870819,0.5358669875232345,1.0000230634195513,0.06627736117290026,0.01893360959842558,1.1933855604802541,0.8212680276793098,0.6730662545953348,0.7169684879460783,-0.0065679210055030815
2.0,0.2507868531567196,10.604886139308567,50.34656551010905,0.5494084709284623,0.25078684827275266,0.41426874315204787,0.3942377282801803,0.5338143673385752,1.0000511306827902,0.07909610364298889,0.01792696529805819,1.1816137887045628,0.80303190834814,0.4614641954074715,0.7083144788338853,-0.002756707039076699
3.0,0.19563598509053537,12.564374231428955,46.5067892036479,0.5479594086634948,0.19563597840669086,0.3850445895377687,0.38737973611986126,0.5344738683849565,1.0000521494070185,0.06845727948515297,0.01943868215240137,1.16679253262399,0.8978587834693204,0.6046299106471935,0.7173462966851258,-0.00362543916699923
4.0,0.194114829040538,13.589971440026794,49.162267377011325,0.5500661986413097,0.19411482903796243,0.4065861464604524,0.39108177779831294,0.5319746168424742,1.0000010193493707,0.06301861865944332,0.018377322484000768,1.1979406025856636,0.8994089069955682,0.6911905391079566,0.7173725313233226,0.005878845812412087
5.0,0.19228905846375097,12.611375865100024,49.18948935183943,0.5539651968572843,0.19228905846323027,0.392841992227137,0.3883012710207611,0.5351227375971105,1.0000004559692481,0.06799374318003175,0.018390378767927026,1.204201385107303,0.9037687259067799,0.6846733575764545,0.7120276339029539,-0.002863516040997058
6.0,0.19228279536714735,13.06502217818631,49.3822278125624,0.5484224028524889,0.19228279536669826,0.4490212046128362,0.3914424238673183,0.5332858312009167,1.0000004234465845,0.06404790415592511,0.018293966651285732,1.1782208342535718,0.9037893908691896,0.5040988253610669,0.717231664910782,0.008005373634471808
7.0,0.22480979222269912,11.466779187313687,49.09713392076598,0.5511123394510357,0.22480977805422422,0.47816464955102683,0.38891747203100807,0.5317666096886269,1.0000819183629261,0.07120104173970115,0.018419238742661256,1.2061345461130353,0.8499255912358223,0.43206698150003253,0.7166227960176385,0.007619793637356983
8.0,0.193993311452113,11.349074259708406,49.33303886297468,0.5503282261753929,0.19399331145178494,0.37617491544235226,0.38988695875534923,0.5340427638258454,1.0000003636524089,0.07551711226772086,0.018324765427927738,1.1864929354167157,0.9001239995943549,0.6112489286535829,0.7171801944382781,0.0014718957028910535
9.0,0.23352413647991538,9.73828864002597,47.93951289032398,0.5510763872467404,0.23352413514220247,0.3919761582162353,0.3908303796010674,0.5329085797160531,1.000025706942801,0.08637964638102102,0.018839402196338884,1.1988187528312926,0.8342111011122122,0.5057115161706333,0.71743750809469,0.002811581929784332
10.0,0.19767030333719013,13.567292612594475,49.26105521127371,0.5484390369675136,0.1976703032871049,0.4013441511824141,0.3887662785561801,0.5317025765602388,1.0000045393898467,0.06326652358089471,0.01836031617291548,1.1887126095889067,0.8955504585929309,0.6736409334422903,0.717111283466112,0.007068808691068698
Average,0.21151080889848656,12.152563206470282,48.79844916756736,0.5503835012173334,0.2115108060812622,0.4087075439844951,0.38984763391171207,0.5334958938678032,1.0000240770622546,0.070525533426578,0.018530464749194203,1.1902313547705297,0.8708936893803628,0.5841791442462017,0.7157612875618866,0.0017042716155408894
