Run,tsne_init,tsne_min,tsne_scalar,tsne_shepard,tsne_kruskal,tsne_trustworthiness,tsne_continuity,tsne_mrre_false,tsne_mrre_missing,tsne_neighborhood_hit,tsne_steadiness,tsne_cohesiveness,tsne_kl_divergence,tsne_pearson,umap_init,umap_min,umap_scalar,umap_shepard,umap_kruskal,umap_trustworthiness,umap_continuity,umap_mrre_false,umap_mrre_missing,umap_neighborhood_hit,umap_steadiness,umap_cohesiveness,umap_kl_divergence,umap_pearson,mds_init,mds_min,mds_scalar,mds_shepard,mds_kruskal,mds_trustworthiness,mds_continuity,mds_mrre_false,mds_mrre_missing,mds_neighborhood_hit,mds_steadiness,mds_cohesiveness,mds_kl_divergence,mds_pearson,random_init,random_min,random_scalar,random_shepard,random_kruskal,random_trustworthiness,random_continuity,random_mrre_false,random_mrre_missing,random_neighborhood_hit,random_steadiness,random_cohesiveness,random_kl_divergence,random_pearson
1.0,65.87439255259805,0.5518147498783751,0.012502115473519631,0.0018824782339566823,0.4536691520133188,0.4995088125212657,0.503946875354429,0.49852722983699943,0.5059805445447522,0.0,0.2279228225202251,0.24053367120729752,0.052340862794353446,0.003079771163574504,14.743717671653492,0.5729641710292178,0.052698813382872925,-0.0005114937730667804,0.4818804817834525,0.4991408869229897,0.5040092775320404,0.49975373155541714,0.5073159529877175,0.0,0.21814837125770292,0.22864216963554285,0.045543598497498214,0.00043814995122767734,0.5509117977590671,0.5318462901175623,0.8549468420717647,0.007203721396933386,0.4274080837598462,0.5044341385958944,0.5060353408188727,0.5037032595935781,0.506109625475642,0.0,0.27454336179716476,0.2685234670707999,0.061071475281994594,0.0087157731471987,0.5314676517624108,0.5307523993139354,1.0336157286025145,0.01591423375333526,0.4291229423658519,0.5062570035159352,0.5050224339344448,0.5049748079723706,0.5023831993856827,0.0,0.2762833837709564,0.2593898932225993,0.059779894229865974,0.01838862165483064
2.0,62.39015905563722,0.5495669732872611,0.013214291905941207,-9.213562554078348e-05,0.45005010784234173,0.4984586594079619,0.504459634796416,0.4987668383553984,0.5065288742830598,0.0,0.22003401843383852,0.24039429465915063,0.05225680450102137,0.0016523437181339494,15.094735279492012,0.5627717942566831,0.0519527332288021,0.00015598386727391544,0.46835044815924154,0.49800208687762276,0.5037463763184757,0.49910115979782826,0.5058264990903714,0.0,0.2130633232409742,0.23261233051903019,0.05261126876003574,0.0016505255962692125,0.5509052717048872,0.5318400272191655,0.8549490063067026,0.007228945337638877,0.4274050313507439,0.5045810366337756,0.5059847794034252,0.5023286651201432,0.5059961553961978,0.0,0.2566870946268529,0.263556531601837,0.06108005142455975,0.008732971127830714,0.5360315348753314,0.5353007779293067,1.034260672334366,-0.0020738230753543363,0.4291688061286332,0.5053969377339231,0.5050501757967564,0.5030173022205549,0.5027954005963785,0.0,0.2750313985310594,0.2638149720791112,0.06484776115892874,-0.0005741401140050016
3.0,63.010653460328825,0.5469435393023577,0.013112438040576485,-0.000857338454655381,0.4459904412116621,0.4993791085403199,0.504687240558013,0.4993864927947316,0.5070406869548328,0.0,0.2178774276453871,0.2338298154120414,0.055013575614328215,0.0005035193192884529,14.6984309865975,0.5845832018332349,0.05235041225492945,-0.004008852173431139,0.4962628853544768,0.4980692298967903,0.5043119655211523,0.4990677587549235,0.5070611510660261,0.0,0.21551474417209393,0.23470742936013933,0.05720130156993472,-0.0035901491982445162,0.5509139671420291,0.5318478576538069,0.8549445265437092,0.007195759294561127,0.4274059958080989,0.504746716570262,0.5060139503232393,0.5032641382784317,0.5060624063780895,0.0,0.27385285116279245,0.2588528030569688,0.06108088503298632,0.008703039672055126,0.5370323079056954,0.5360213528208271,1.0405987173849367,-0.004113641925669829,0.42993136577702445,0.5048075989565612,0.5042235454236135,0.5058089337068716,0.5019818906712541,0.0,0.2753788857318519,0.2700620087222356,0.06629929202342566,-0.0013453154702225882
4.0,65.48601555155722,0.5501666933092035,0.012591533118248103,-0.001215781583537009,0.45036662488183554,0.49959625723035045,0.5044748327095384,0.4991465258920296,0.5066532664849382,0.0,0.23079193730677017,0.23019062683264357,0.053856654810955557,0.0001067121863095378,13.839063255756193,0.5746235123401467,0.055881689937022506,-0.001569832890897023,0.48375083214818954,0.4978664851990473,0.5042598843143926,0.4990018472797296,0.5085380059539674,0.0,0.2316431357294071,0.23954175033479563,0.05194065561698612,-0.0007221300378751165,0.5508803325739609,0.5318169091997594,0.8549598072028786,0.007393605702989776,0.4274318077089924,0.5054692752636952,0.5061504366564591,0.5037182581256971,0.5063091580476106,0.0,0.2648974905024838,0.2573395233975906,0.061097815814322026,0.008908170791594984,0.5354632686735326,0.5343619786816292,1.0423275725018735,0.0034325292815271012,0.42996232660686856,0.5032637858682091,0.50511625269366,0.5048324115009617,0.5019787828183517,0.0,0.27151212055199136,0.26987658401333625,0.0638629977713365,0.005672150029142525
5.0,65.663266499408,0.5522712462850866,0.012537324491443845,-0.0014840765123405872,0.4531389785755799,0.49928794374503804,0.5045623908358853,0.49922665952083667,0.5071801211134082,0.0,0.22284840362767033,0.23571826544011765,0.054194282935653634,-0.00037746652307534424,13.997775082763289,0.5829849566770288,0.05490449840084865,-0.0029167896317169465,0.49439452630164166,0.4985235794487921,0.5039076102982875,0.49762884381869554,0.5072425146781941,0.0,0.22065077244107945,0.22434906366951624,0.049553359720655485,-0.0027269374593049166,0.5508686283449921,0.5318069229392764,0.8549675552016339,0.007453939094814496,0.4274385129208099,0.504997255302257,0.5062236134739708,0.5057689018695861,0.5064321900653682,0.0,0.2692788598530451,0.26647012110772794,0.061134182726465466,0.008969691799395548,0.5356873019144917,0.5340108249967275,1.052728275598451,0.0018889913401769123,0.42897593538101997,0.5055494385845526,0.5058280140637406,0.5049740800819237,0.5073888154405968,0.0,0.2719638645932906,0.2609668086391582,0.06440203866606371,0.004250844167083369
6.0,63.498616867276226,0.5465881499527119,0.013016537469238301,-0.00085703933708597,0.44550276331009614,0.49909465804695474,0.5046788703640694,0.49904973766602356,0.506960556547792,0.0,0.22898055990978783,0.24739144029000792,0.05495945460959037,0.0005354700415205992,14.700768448095625,0.5820704928696709,0.052452487243644735,-0.0035432087322377196,0.49307804169485625,0.49821780651015085,0.5043191788590223,0.4991600644348238,0.507314260870812,0.0,0.21517093053602954,0.23928990117309046,0.05574682832875315,-0.0029861964538005804,0.5508751867728152,0.5318120143932805,0.8549616486169394,0.007411372539567418,0.4274294017149649,0.5047081320176932,0.5061603493251673,0.5040836866388763,0.5063479885607785,0.0,0.26979293442881447,0.2622078690216194,0.06104372481821262,0.008921680211061465,0.5349060014203033,0.533465862696582,1.048630308100778,0.008450829844924814,0.43024763470926486,0.4989979358058297,0.5015578087784961,0.4962321278539575,0.49724760912346844,0.0,0.2771071070668174,0.26171129241283186,0.06320147221205319,0.010256045468176937
7.0,66.53214374501168,0.5521812215044475,0.012376482345170185,0.0015268764580383353,0.4540411085818931,0.49966287853011226,0.5040109334240671,0.4983278352468022,0.5058953361856415,0.0,0.2218329564543554,0.2277682640463634,0.05201727785490176,0.0026694560147918485,14.324511023094772,0.5651871399753573,0.05449500055219897,-0.001791587515504208,0.4710045513899155,0.4971286151752297,0.5041884314392651,0.4963573589447257,0.5068192881022215,0.0,0.2293163055351165,0.22919980233663007,0.047635755812840276,-0.00033811885549916575,0.5508501701561269,0.5317913078280772,0.8549801896247551,0.007523560477433965,0.4274319274736513,0.5042255188839742,0.506224861063854,0.5036527698362647,0.5063155334495688,0.0,0.27339472561450073,0.2576582138591428,0.06110802031765687,0.009015617283417784,0.5346841716352568,0.5332585005571717,1.0483555513976586,0.006182167252961132,0.4290181765529704,0.5051447657933538,0.5048794828172848,0.5092402993261723,0.5046916903086412,0.0,0.27414458970885236,0.270598090282988,0.06274765189385209,0.007515513156022162
8.0,63.26228498668888,0.546923352757851,0.013061162497238661,0.0014685091130884908,0.44681021169049984,0.4993386412612,0.5045229896790291,0.4990741773244399,0.5054367273276505,0.0,0.21988135191980263,0.23088087406125146,0.05280292474209256,0.0030079523836340567,14.066824603497874,0.582263477798042,0.054682054614471946,-0.0030266406609754876,0.49347317793938983,0.4978116819779971,0.5039772711806737,0.49910538603031424,0.5071079362642193,0.0,0.23067527578174796,0.2331444685998777,0.051170281562987516,-0.0025732366942050043,0.5508640091104943,0.5318048586932779,0.854976438272569,0.0074915703792408726,0.42744213110104595,0.5042231824883747,0.5063088352047183,0.5039127249618659,0.5063999065463692,0.0,0.2805993075522353,0.2580513360470167,0.06113913623092179,0.008988678418070606,0.535793351817679,0.5350707697678221,1.0340481811426325,-0.002470487164794144,0.4288454649348484,0.4998981286151752,0.5014967902914823,0.4931671556885643,0.49913396863260345,0.0,0.2806465831095656,0.2748113983840105,0.06438197849272884,-0.0005541611723635324
9.0,65.86418456724547,0.5519468661570238,0.012502734699921518,-0.00015305401530522875,0.4532553011367993,0.4989055461041171,0.5046606101848702,0.4989841952647223,0.5054732003493762,0.0,0.2160838410290471,0.22589439089775465,0.05196246330465649,0.001307252801930745,14.378347285398076,0.5738719712924527,0.053928216815738526,-0.00041922101187064114,0.48316208985191933,0.49866673471702394,0.5039058863559033,0.49869239299529494,0.5062744333975281,0.0,0.22431755665704178,0.23821737369898688,0.04496892069625172,0.0005815435811197793,0.5508740649184769,0.5318111121780736,0.8549625618444612,0.007406239860257592,0.4274261493624255,0.5047466485199047,0.5061321084269025,0.5036310642530202,0.5062323222460903,0.0,0.2739820593042175,0.25853757179556447,0.061104039816781405,0.00891592451666243,0.5369237438750322,0.5365973876786351,1.0226847355046815,-0.004021776623112881,0.43014993749122815,0.5031449245775207,0.505772122036974,0.5002560988212535,0.5029089968346283,0.0,0.269724958996607,0.2717998661462918,0.06598830239803638,-0.0031141366626353784
10.0,63.32040751075652,0.5444609935926061,0.013073991712785586,-0.00023584935987570278,0.44278676958232477,0.49944123851650224,0.5046299421571964,0.4991418771142883,0.5066895610325869,0.0,0.21417037197410704,0.21742764559588867,0.0546055717770595,0.0013398000586533425,13.396106204963699,0.5617548969469635,0.058213162443890076,-0.001974475977742746,0.4661596418581116,0.4974545990699784,0.5040743109901328,0.4983378691470187,0.5072929814286585,0.0,0.21026594299797596,0.230662002714477,0.048547321229477,-0.0007195737642091006,0.5509130554173641,0.5318472495549845,0.8549456569709899,0.0071955563509547476,0.42740466012412387,0.5046780310763298,0.5059998412158331,0.5034652895388994,0.5060264636003963,0.0,0.27389629666869,0.26557704356096623,0.06107848364843185,0.00870165892336583,0.5345729870394945,0.5340862483026282,1.027724691003818,0.003763978941957676,0.4295366361759456,0.49835055007372125,0.5031746852670976,0.49670341693601106,0.4999629669676697,0.0,0.28318431304536273,0.26967081608721577,0.06384613674602,0.005580134988103527
