Run,mds_init,umap_init,tsne_init,random_init,mds_min,umap_min,tsne_min,random_min,mds_scalar,umap_scalar,tsne_scalar,random_scalar,mds_shepard,umap_shepard,tsne_shepard,random_shepard
1.0,0.07528223785636023,13.369749384687585,35.334691021518886,0.6478116327245061,0.07528223785293905,0.27103809013715746,0.28182780522641393,0.6475355086934186,1.0000007197533314,0.06717358544902427,0.02643661733356173,1.0254498085166808,0.9881462100983138,0.9065169568535912,0.9014657315714176,-0.009561798392267258
2.0,0.06508747365604824,16.936991905403065,34.55701323466411,0.6463836372477324,0.06508747364690802,0.325989749093432,0.29140115043011044,0.6444455149732397,1.0000010931105774,0.05287551109175663,0.026937107468483237,1.0699910120892053,0.9909454918637489,0.8474551430649987,0.8907376427967565,0.01094086565667237
3.0,0.0776911733860906,15.786284341801302,35.21480585333876,0.6429349314787131,0.07769117329424974,0.3161347174922645,0.2941970429357565,0.642157174976573,1.0000037890916174,0.0567011585251947,0.026424183340475835,1.043015626276508,0.9867071545311188,0.8436286215463571,0.8978421217714304,0.013845700530257788
4.0,0.07973035908355783,12.003065244515374,35.483119603180995,0.6454104994936226,0.07973035907963238,0.4531041554403529,0.25127730331309195,0.6438090789852491,1.000000793700082,0.06918049213443338,0.02655449351576058,1.063129940208986,0.9865467008228768,0.6965702225279581,0.9336402835741789,0.020075405461003074
5.0,0.06127387163999663,14.472494258501953,34.34599443149519,0.6487848234046102,0.061273871418457,0.38743699075031657,0.32143024184916946,0.6483652288890402,1.000005220323884,0.05990538643899701,0.026831823826457917,1.0316121346533809,0.9922293163232309,0.8175538443251528,0.8529768005599047,-0.006204123105697728
6.0,0.07257736427534366,13.325904687843773,33.67949302397149,0.6452574546013903,0.07257736417653912,0.4648579897792162,0.3050184846522298,0.6447091090633646,1.0000037971043356,0.06233711659658809,0.02750025496254543,1.036046151190915,0.9886581582171278,0.7947891094437083,0.8755650604807487,0.003167581181900421
7.0,0.06128240502003408,15.4601298461186,33.07403929002983,0.6459921043906321,0.061282404993583034,0.5262438012751678,0.33340873574057706,0.6442168735521026,1.0000018039401262,0.05216289871497792,0.0277165505710223,1.066749443231319,0.9923943772847432,0.625969031614284,0.8280704919366819,0.004271121287313303
8.0,0.08197378068565299,14.7686302923323,33.73297873032767,0.6476515717213094,0.0819737806824706,0.29496432179139825,0.3300040785550528,0.6465730846342599,1.000000724759,0.060778357313015584,0.027223363837926208,1.0514967633086723,0.9854952279425656,0.8925117542955731,0.8267866454138934,0.0011409419802556947
9.0,0.07564490933600942,14.756766611262101,36.04869757514285,0.6497300380925628,0.0756449093250718,0.21816457149350854,0.26923399585441177,0.6483438234563889,1.0000012900685593,0.062037245520791366,0.026021476224701464,1.0590037210417245,0.9879497371580606,0.938953739881354,0.9270859303148712,-0.008039925145811403
10.0,0.07830792323243128,15.765095325458095,32.99071404277608,0.6459540597543046,0.07830792312926478,0.18453096528915008,0.321989478235807,0.6452353362395751,1.0000040320380477,0.05868728559352019,0.027897997083983037,1.0415301556670025,0.9869956312659195,0.9512269610855817,0.8473519289049144,0.006123521115050463
Average,0.07288514981715251,14.664511189792416,34.44615468064458,0.6465910752909383,0.07288514975991156,0.34424653525419646,0.2999788316792621,0.6455390733463211,1.000002326388956,0.06018390373782991,0.026954386816491777,1.0488024756184395,0.9886068005507707,0.8315175384638559,0.8781522637324798,0.0035759290568676723
